======================================================================
LEAD 1: L4_cffan_s44
  Preset: cffan
  Data: /mnt/home/vincent.wilmet/brain2speech/data/sentences_paper_256d.h5 (256D)
  Model: hidden=1024, layers=5, BiGRU
  Stacking: kernel=32 (640ms), stride=4 (80ms)
  Day-specific: 256→256 softsign
  Optimizer: adam lr=0.02 eps=0.1
  Noise: white=1.0, offset=0.2
  Batch: 64, Dropout: 0.4
  Split: within-day
  Seed: 44
======================================================================
  Loading 2000/8780 (8.2s)...
  Loading 4000/8780 (14.2s)...
  Loading 6000/8780 (20.1s)...
  Loading 8000/8780 (25.9s)...
Loaded 8780 trials (28.1s) — raw 256D, avg 315 frames

Split: within-day (40/day test, 10% val)
Trials: 6942 train, 878 val, 960 test
Feature dim: 256
Avg raw frames: 315

Model: EnhancedGRU (BiGRU), 98.3M params
  Stacked input: 8192D → 1024D
  RNN output: 2048D
  Day-specific: 24 sessions (24 train, 0 shared)

Training: 925 epochs, 108 batches/epoch
Scheduler: linear

Epoch     Loss      CTC   ValPER         LR   Time
-------------------------------------------------------
    1   3.4159   3.4159    1.000   2.00e-02   8.3s ***
    2   3.2037   3.2037    0.998   2.00e-02   6.8s ***
    3   3.1693   3.1693    0.977   1.99e-02   6.7s ***
    4   3.1289   3.1289    0.898   1.99e-02   6.7s ***
    5   3.0812   3.0812    0.819   1.99e-02   6.7s ***
    6   3.0214   3.0214    0.784   1.99e-02   6.9s ***
    7   2.9636   2.9636    0.771   1.98e-02   6.8s ***
    8   2.8979   2.8979    0.746   1.98e-02   6.7s ***
    9   2.8300   2.8300    0.734   1.98e-02   6.7s ***
   10   2.7620   2.7620    0.715   1.98e-02   6.6s ***
   11   2.6930   2.6930    0.705   1.98e-02   6.7s ***
   12   2.6258   2.6258    0.689   1.97e-02   6.7s ***
   13   2.5610   2.5610    0.670   1.97e-02   6.7s ***
   14   2.5040   2.5040    0.644   1.97e-02   6.7s ***
   15   2.4417   2.4417    0.622   1.97e-02   6.8s ***
   16   2.3952   2.3952    0.590   1.97e-02   6.7s ***
   17   2.3408   2.3408    0.583   1.96e-02   6.8s ***
   18   2.2871   2.2871    0.566   1.96e-02   6.8s ***
   19   2.2423   2.2423    0.547   1.96e-02   6.8s ***
   20   2.1986   2.1986    0.533   1.96e-02   6.8s ***
   21   2.1579   2.1579    0.518   1.95e-02   6.8s ***
   22   2.1222   2.1222    0.504   1.95e-02   6.8s ***
   23   2.0823   2.0823    0.500   1.95e-02   6.8s ***
   24   2.0497   2.0497    0.489   1.95e-02   6.9s ***
   25   2.0124   2.0124    0.482   1.95e-02   6.8s ***
   26   1.9883   1.9883    0.473   1.94e-02   6.8s ***
   27   1.9542   1.9542    0.470   1.94e-02   6.8s ***
   28   1.9293   1.9293    0.462   1.94e-02   6.8s ***
   29   1.8974   1.8974    0.456   1.94e-02   6.7s ***
   30   1.8704   1.8704    0.451   1.94e-02   6.8s ***
   31   1.8445   1.8445    0.445   1.93e-02   6.8s ***
   32   1.8257   1.8257    0.439   1.93e-02   6.8s ***
   33   1.7981   1.7981    0.431   1.93e-02   6.7s ***
   34   1.7772   1.7772    0.427   1.93e-02   6.7s ***
   35   1.7572   1.7572    0.426   1.92e-02   6.7s ***
   36   1.7381   1.7381    0.419   1.92e-02   6.8s ***
   37   1.7205   1.7205    0.414   1.92e-02   6.8s ***
   38   1.6964   1.6964    0.409   1.92e-02   6.7s ***
   39   1.6828   1.6828    0.397   1.92e-02   6.7s ***
   40   1.6651   1.6651    0.401   1.91e-02   6.7s
   41   1.6473   1.6473    0.390   1.91e-02   6.7s ***
   42   1.6341   1.6341    0.389   1.91e-02   6.8s ***
   43   1.6101   1.6101    0.394   1.91e-02   6.8s
   44   1.5986   1.5986    0.380   1.90e-02   6.9s ***
   45   1.5816   1.5816    0.380   1.90e-02   6.9s ***
   46   1.5704   1.5704    0.375   1.90e-02   6.7s ***
   47   1.5532   1.5532    0.369   1.90e-02   6.9s ***
   48   1.5460   1.5460    0.369   1.90e-02   6.8s
   49   1.5315   1.5315    0.369   1.89e-02   6.6s ***
   50   1.5233   1.5233    0.368   1.89e-02   6.9s ***
   51   1.5098   1.5098    0.363   1.89e-02   6.7s ***
   52   1.4880   1.4880    0.362   1.89e-02   6.5s ***
   53   1.4841   1.4841    0.356   1.89e-02   6.7s ***
   54   1.4697   1.4697    0.352   1.88e-02   6.7s ***
   55   1.4585   1.4585    0.346   1.88e-02   6.7s ***
   56   1.4475   1.4475    0.345   1.88e-02   6.8s ***
   57   1.4348   1.4348    0.342   1.88e-02   6.8s ***
   58   1.4240   1.4240    0.345   1.87e-02   6.7s
   59   1.4096   1.4096    0.343   1.87e-02   6.6s
   60   1.4049   1.4049    0.339   1.87e-02   6.6s ***
   61   1.3921   1.3921    0.341   1.87e-02   6.6s
   62   1.3855   1.3855    0.333   1.87e-02   6.6s ***
   63   1.3742   1.3742    0.330   1.86e-02   6.7s ***
   64   1.3640   1.3640    0.329   1.86e-02   6.6s ***
   65   1.3561   1.3561    0.326   1.86e-02   6.6s ***
   66   1.3469   1.3469    0.322   1.86e-02   6.8s ***
   67   1.3415   1.3415    0.320   1.86e-02   6.8s ***
   68   1.3285   1.3285    0.322   1.85e-02   6.7s
   69   1.3209   1.3209    0.319   1.85e-02   6.9s ***
   70   1.3061   1.3061    0.317   1.85e-02   6.9s ***
   71   1.3016   1.3016    0.313   1.85e-02   6.7s ***
   72   1.2946   1.2946    0.316   1.84e-02   6.8s
   73   1.2880   1.2880    0.307   1.84e-02   6.6s ***
   74   1.2718   1.2718    0.311   1.84e-02   6.7s
   75   1.2657   1.2657    0.305   1.84e-02   6.7s ***
   76   1.2614   1.2614    0.308   1.84e-02   6.8s
   77   1.2511   1.2511    0.303   1.83e-02   6.7s ***
   78   1.2475   1.2475    0.307   1.83e-02   6.6s
   79   1.2439   1.2439    0.302   1.83e-02   6.6s ***
   80   1.2339   1.2339    0.303   1.83e-02   6.6s
   81   1.2193   1.2193    0.300   1.83e-02   6.8s ***
   82   1.2177   1.2177    0.297   1.82e-02   7.0s ***
   83   1.2058   1.2058    0.296   1.82e-02   6.6s ***
   84   1.2018   1.2018    0.294   1.82e-02   6.5s ***
   85   1.2048   1.2048    0.294   1.82e-02   6.6s ***
   86   1.1891   1.1891    0.292   1.81e-02   6.6s ***
