======================================================================
LEAD 1: L4_cibr_s44
  Preset: cibr
  Data: /mnt/home/vincent.wilmet/brain2speech/data/sentences_paper_256d.h5 (256D)
  Model: hidden=1024, layers=5, BiGRU
  Stacking: kernel=32 (640ms), stride=4 (80ms)
  Day-specific: 256→256 softsign
  Optimizer: sgd lr=0.1 momentum=0.9
  Noise: white=0.8, offset=0.2
  Batch: 128, Dropout: 0.4
  Orthogonal init: enabled
  Split: within-day
  Seed: 44
======================================================================
  Loading 2000/8780 (8.0s)...
  Loading 4000/8780 (13.9s)...
  Loading 6000/8780 (19.6s)...
  Loading 8000/8780 (25.4s)...
Loaded 8780 trials (27.8s) — raw 256D, avg 315 frames

Split: within-day (40/day test, 10% val)
Trials: 6942 train, 878 val, 960 test
Feature dim: 256
Avg raw frames: 315

Model: EnhancedGRU (BiGRU), 98.3M params
  Stacked input: 8192D → 1024D
  RNN output: 2048D
  Day-specific: 24 sessions (24 train, 0 shared)

Training: 1851 epochs, 54 batches/epoch
Scheduler: step

Epoch     Loss      CTC   ValPER         LR   Time
-------------------------------------------------------
    1   4.0267   4.0267    0.790   1.00e-01   6.4s ***
    2   3.1770   3.1770    0.741   1.00e-01   5.0s ***
    3   2.9799   2.9799    0.716   1.00e-01   5.2s ***
    4   2.7998   2.7998    0.684   1.00e-01   5.2s ***
    5   2.6202   2.6202    0.635   1.00e-01   5.0s ***
    6   2.4629   2.4629    0.574   1.00e-01   5.1s ***
    7   2.3275   2.3275    0.545   1.00e-01   5.1s ***
    8   2.2030   2.2030    0.524   1.00e-01   5.2s ***
    9   2.1022   2.1022    0.497   1.00e-01   5.2s ***
   10   2.0083   2.0083    0.473   1.00e-01   5.2s ***
   11   1.9365   1.9365    0.462   1.00e-01   5.2s ***
   12   1.8680   1.8680    0.445   1.00e-01   5.4s ***
   13   1.8101   1.8101    0.427   1.00e-01   5.1s ***
   14   1.7426   1.7426    0.415   1.00e-01   5.1s ***
   15   1.6970   1.6970    0.406   1.00e-01   5.2s ***
   16   1.6604   1.6604    0.404   1.00e-01   5.2s ***
   17   1.6211   1.6211    0.393   1.00e-01   5.2s ***
   18   1.5777   1.5777    0.376   1.00e-01   5.2s ***
   19   1.5457   1.5457    0.373   1.00e-01   5.2s ***
   20   1.5156   1.5156    0.365   1.00e-01   5.3s ***
   21   1.4790   1.4790    0.357   1.00e-01   5.1s ***
   22   1.4477   1.4477    0.351   1.00e-01   5.1s ***
   23   1.4283   1.4283    0.347   1.00e-01   5.3s ***
   24   1.4050   1.4050    0.344   1.00e-01   5.2s ***
   25   1.3787   1.3787    0.337   1.00e-01   5.1s ***
   26   1.3508   1.3508    0.330   1.00e-01   5.2s ***
   27   1.3309   1.3309    0.330   1.00e-01   5.2s
   28   1.3144   1.3144    0.320   1.00e-01   5.1s ***
   29   1.2971   1.2971    0.316   1.00e-01   5.1s ***
   30   1.2824   1.2824    0.310   1.00e-01   5.2s ***
   31   1.2646   1.2646    0.304   1.00e-01   5.3s ***
   32   1.2382   1.2382    0.306   1.00e-01   5.2s
   33   1.2208   1.2208    0.300   1.00e-01   5.2s ***
   34   1.2011   1.2011    0.302   1.00e-01   5.1s
   35   1.1923   1.1923    0.295   1.00e-01   5.2s ***
   36   1.1728   1.1728    0.295   1.00e-01   5.2s
   37   1.1562   1.1562    0.288   1.00e-01   5.1s ***
   38   1.1301   1.1301    0.284   1.00e-01   5.3s ***
   39   1.1238   1.1238    0.287   1.00e-01   5.1s
   40   1.1163   1.1163    0.284   1.00e-01   5.1s ***
