======================================================================
LEAD 1: L1.7_seed789
  Preset: cibr
  Data: /mnt/home/vincent.wilmet/brain2speech/data/sentences_paper_256d.h5 (256D)
  Model: hidden=1024, layers=5, BiGRU
  Stacking: kernel=32 (640ms), stride=4 (80ms)
  Day-specific: 256→256 softsign
  Optimizer: sgd lr=0.1 momentum=0.9
  Noise: white=0.8, offset=0.2
  Batch: 128, Dropout: 0.4
  Orthogonal init: enabled
  Split: within-day
  Seed: 789
======================================================================
  Loading 2000/8780 (7.9s)...
  Loading 4000/8780 (13.8s)...
  Loading 6000/8780 (19.6s)...
  Loading 8000/8780 (25.4s)...
Loaded 8780 trials (27.8s) — raw 256D, avg 315 frames

Split: within-day (40/day test, 10% val)
Trials: 6942 train, 878 val, 960 test
Feature dim: 256
Avg raw frames: 315

Model: EnhancedGRU (BiGRU), 98.3M params
  Stacked input: 8192D → 1024D
  RNN output: 2048D
  Day-specific: 24 sessions (24 train, 0 shared)

Training: 1851 epochs, 54 batches/epoch
Scheduler: step, warmup=5

Epoch     Loss      CTC   ValPER         LR   Time
-------------------------------------------------------
    1   6.5590   6.5590    1.000   2.08e-02   6.2s ***
    2   7.8751   7.8751    0.882   4.06e-02   5.0s ***
    3   3.2595   3.2595    0.833   6.04e-02   5.0s ***
    4   3.1330   3.1330    0.809   8.02e-02   5.1s ***
    5   3.0044   3.0044    0.755   1.00e-01   5.1s ***
    6   2.8649   2.8649    0.719   1.00e-01   5.5s ***
    7   2.6985   2.6985    0.668   1.00e-01   5.1s ***
    8   2.5456   2.5456    0.620   1.00e-01   5.2s ***
    9   2.4046   2.4046    0.576   1.00e-01   5.0s ***
   10   2.2736   2.2736    0.531   1.00e-01   5.0s ***
   11   2.1550   2.1550    0.506   1.00e-01   5.0s ***
   12   2.0599   2.0599    0.476   1.00e-01   5.0s ***
   13   1.9806   1.9806    0.475   1.00e-01   5.1s ***
   14   1.9127   1.9127    0.453   1.00e-01   5.1s ***
   15   1.8448   1.8448    0.431   1.00e-01   5.1s ***
   16   1.7827   1.7827    0.420   1.00e-01   5.1s ***
   17   1.7291   1.7291    0.408   1.00e-01   5.2s ***
   18   1.6835   1.6835    0.403   1.00e-01   5.1s ***
   19   1.6507   1.6507    0.389   1.00e-01   5.2s ***
   20   1.6045   1.6045    0.384   1.00e-01   5.0s ***
   21   1.5666   1.5666    0.375   1.00e-01   5.0s ***
   22   1.5297   1.5297    0.365   1.00e-01   5.1s ***
   23   1.4949   1.4949    0.354   1.00e-01   5.0s ***
   24   1.4652   1.4652    0.350   1.00e-01   5.2s ***
   25   1.4420   1.4420    0.351   1.00e-01   5.4s
   26   1.4202   1.4202    0.340   1.00e-01   5.1s ***
   27   1.3937   1.3937    0.332   1.00e-01   5.2s ***
   28   1.3564   1.3564    0.329   1.00e-01   5.1s ***
   29   1.3400   1.3400    0.324   1.00e-01   5.0s ***
   30   1.3180   1.3180    0.319   1.00e-01   5.2s ***
   31   1.2930   1.2930    0.318   1.00e-01   5.1s ***
   32   1.2805   1.2805    0.314   1.00e-01   5.2s ***
   33   1.2584   1.2584    0.308   1.00e-01   5.1s ***
   34   1.2351   1.2351    0.300   1.00e-01   5.2s ***
   35   1.2175   1.2175    0.299   1.00e-01   5.3s ***
   36   1.1936   1.1936    0.297   1.00e-01   5.0s ***
   37   1.1830   1.1830    0.295   1.00e-01   5.1s ***
   38   1.1674   1.1674    0.293   1.00e-01   5.2s ***
   39   1.1512   1.1512    0.292   1.00e-01   5.1s ***
   40   1.1300   1.1300    0.287   1.00e-01   5.1s ***
   41   1.1163   1.1163    0.282   1.00e-01   5.0s ***
   42   1.1033   1.1033    0.281   1.00e-01   5.1s ***
   43   1.0912   1.0912    0.275   1.00e-01   5.1s ***
   44   1.0718   1.0718    0.274   1.00e-01   5.1s ***
   45   1.0614   1.0614    0.270   1.00e-01   5.1s ***
   46   1.0467   1.0467    0.267   1.00e-01   5.2s ***
   47   1.0380   1.0380    0.265   1.00e-01   5.1s ***
   48   1.0264   1.0264    0.266   1.00e-01   5.2s
   49   1.0033   1.0033    0.262   1.00e-01   5.2s ***
   50   0.9991   0.9991    0.260   1.00e-01   5.0s ***
   51   0.9821   0.9821    0.258   1.00e-01   5.2s ***
   52   0.9638   0.9638    0.255   1.00e-01   5.1s ***
   53   0.9568   0.9568    0.252   1.00e-01   5.2s ***
   54   0.9522   0.9522    0.251   1.00e-01   5.1s ***
   55   0.9306   0.9306    0.253   1.00e-01   5.2s
   56   0.9293   0.9293    0.252   1.00e-01   5.2s
   57   0.9130   0.9130    0.249   1.00e-01   5.3s ***
   58   0.9058   0.9058    0.248   1.00e-01   5.1s ***
   59   0.8946   0.8946    0.247   1.00e-01   5.2s ***
   60   0.8882   0.8882    0.249   1.00e-01   5.2s
   61   0.8738   0.8738    0.243   1.00e-01   5.1s ***
   62   0.8687   0.8687    0.242   1.00e-01   5.2s ***
   63   0.8585   0.8585    0.244   1.00e-01   5.3s
   64   0.8452   0.8452    0.240   1.00e-01   5.0s ***
   65   0.8297   0.8297    0.237   1.00e-01   5.1s ***
   66   0.8194   0.8194    0.241   1.00e-01   5.0s
   67   0.8157   0.8157    0.238   1.00e-01   5.3s
   68   0.8097   0.8097    0.235   1.00e-01   5.1s ***
   69   0.8007   0.8007    0.233   1.00e-01   5.2s ***
   70   0.7890   0.7890    0.234   1.00e-01   5.1s
   71   0.7871   0.7871    0.234   1.00e-01   5.0s
   72   0.7755   0.7755    0.234   1.00e-01   5.1s
   73   0.7677   0.7677    0.234   1.00e-01   5.1s
   74   0.7631   0.7631    0.230   1.00e-01   5.0s ***
   75   0.7562   0.7562    0.227   1.00e-01   5.1s ***
   76   0.7372   0.7372    0.228   1.00e-01   5.0s
   77   0.7353   0.7353    0.228   1.00e-01   5.0s
   78   0.7180   0.7180    0.226   1.00e-01   5.2s ***
   79   0.7217   0.7217    0.224   1.00e-02   5.1s ***
   80   0.6724   0.6724    0.216   1.00e-02   5.2s ***
   81   0.6536   0.6536    0.216   1.00e-02   5.0s ***
   82   0.6432   0.6432    0.215   1.00e-02   5.2s ***
   83   0.6386   0.6386    0.214   1.00e-02   5.2s ***
   84   0.6330   0.6330    0.214   1.00e-02   5.1s ***
   85   0.6253   0.6253    0.214   1.00e-02   5.1s ***
   86   0.6240   0.6240    0.214   1.00e-02   5.1s
   87   0.6182   0.6182    0.214   1.00e-02   5.0s
   88   0.6140   0.6140    0.214   1.00e-02   5.0s
   89   0.6170   0.6170    0.214   1.00e-02   5.1s
   90   0.6128   0.6128    0.213   1.00e-02   5.1s ***
   91   0.6135   0.6135    0.214   1.00e-02   5.1s
   92   0.6080   0.6080    0.213   1.00e-02   5.1s ***
   93   0.6043   0.6043    0.213   1.00e-02   5.1s ***
   94   0.5997   0.5997    0.213   1.00e-02   5.2s
   95   0.5994   0.5994    0.213   1.00e-02   5.0s
   96   0.6007   0.6007    0.210   1.00e-02   5.1s ***
   97   0.5964   0.5964    0.212   1.00e-02   5.2s
   98   0.5899   0.5899    0.209   1.00e-02   5.2s ***
   99   0.5872   0.5872    0.212   1.00e-02   5.2s
  100   0.5871   0.5871    0.209   1.00e-02   5.3s
  101   0.5861   0.5861    0.210   1.00e-02   5.2s
  102   0.5847   0.5847    0.210   1.00e-02   5.1s
  103   0.5808   0.5808    0.210   1.00e-02   5.0s
  104   0.5855   0.5855    0.211   1.00e-02   5.2s
  105   0.5800   0.5800    0.210   1.00e-02   5.2s
  106   0.5738   0.5738    0.210   1.00e-02   5.1s
  107   0.5814   0.5814    0.210   1.00e-02   5.2s
  108   0.5800   0.5800    0.211   1.00e-02   5.1s
  109   0.5766   0.5766    0.209   1.00e-02   5.1s
  110   0.5695   0.5695    0.208   1.00e-02   5.1s ***
  111   0.5747   0.5747    0.210   1.00e-02   5.1s
  112   0.5724   0.5724    0.209   1.00e-02   5.2s
  113   0.5686   0.5686    0.208   1.00e-02   5.1s ***
  114   0.5646   0.5646    0.209   1.00e-02   5.1s
  115   0.5647   0.5647    0.207   1.00e-02   5.1s ***
  116   0.5599   0.5599    0.207   1.00e-02   4.9s ***
